EXPERIMENT2_1.CSV,,,,,,,,,,,,,,,
min_spacing,iter_window_len,crazy_var,window_length,step1_benchmarks,step15_usage,,,,,,,,,,
0.33,0.1,60,200,"[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,,,,,,,,,,
subject,avg diff,setting.step1_usage,setting.step1_benchmarks,setting.step15_usage,setting.step2_usage,setting.step3_usage,,,good ones,,,,,,
"['filip2', 'hayden2', 'roy1']",37.22849729,"[1, 4, 1, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.49762162,"[1, 4, 1, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.33898579,"[1, 4, 1, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.36808151,"[1, 4, 1, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",34.76962491,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.56294512,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",34.58106271,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.83265894,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.01693942,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.28103344,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.22585899,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.02430523,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.17221561,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.64753919,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.81480294,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.67299245,"[1, 4, 1, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.64860073,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.20698055,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.67950575,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.94926686,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.46806026,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.27688504,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.36246193,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.99568704,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.89502372,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.11433509,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.06546424,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.90387298,"[1, 4, 1, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.22928269,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.21371121,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.91170333,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.33625795,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.40096878,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.07853323,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.50408005,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.98735911,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.48717194,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.99912381,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.58381304,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.91564847,"[1, 4, 1, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.85223345,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.80316167,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.85071308,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.53297676,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.01659447,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.01271035,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.02464733,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.42209327,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.44575564,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.04861765,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.62796225,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.93135576,"[1, 4, 1, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.85223345,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.80316167,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.85071308,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.53297676,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.01659447,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.01271035,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.02464733,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.42209327,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.44575564,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.04861765,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.62796225,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.93135576,"[1, 4, 1, 3, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.82260023,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.2817431,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.78705642,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.928827,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.59707769,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.58420293,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.30944164,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.9580862,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.78660666,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.39657907,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.52861956,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.34929397,"[1, 4, 1, 3, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.64235481,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.64628966,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",52.82284496,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",53.20577944,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.35201216,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",52.29652977,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.07407727,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.98083312,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.04645523,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.90997931,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.89988525,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",53.07010706,"[1, 4, 1, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.85223345,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.80316167,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.85071308,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.53297676,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.01659447,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.01271035,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.02464733,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.42209327,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.44575564,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.04861765,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.62796225,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.93135576,"[1, 4, 1, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.64235481,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.64628966,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",52.82284496,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",53.20577944,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.35201216,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",52.29652977,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.07407727,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.98083312,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.04645523,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.90997931,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.89988525,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",53.07010706,"[1, 4, 1, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.64860073,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.20698055,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.67950575,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.94926686,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.46806026,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.27688504,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.36246193,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.99568704,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.89502372,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.11433509,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.06546424,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.90387298,"[1, 4, 1, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.11822799,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.43977343,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.58174088,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.19255977,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.52124573,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.61625554,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.94605194,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.85884927,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.35491797,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.38385256,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.43778222,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.26301553,"[1, 4, 1, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.64235481,"[1, 4, 1, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
